File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF270HSY	bam	bam		unfiltered alignments	GRCh38	ENCSR000EWG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										GATA2-human	DNA						2011-10-29	ENCODE		see document		2	2_1		28					/files/ENCFF110MCL/, /files/ENCFF000YNZ/	673847262	ENCODE Processing Pipeline	5c70854fee637bd6fed83047186b2870		https://www.encodeproject.org/files/ENCFF270HSY/@@download/ENCFF270HSY.bam				released	s3://encode-public/2020/12/10/c2da5352-7516-4907-bd41-3e0f950fe486/ENCFF270HSY.bam	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/c2da5352-7516-4907-bd41-3e0f950fe486/ENCFF270HSY.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released		insufficient read depth, insufficient read length, insufficient replicate concordance	
ENCFF506PTE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EWG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										GATA2-human	DNA						2011-10-29	ENCODE		see document		1	1_1							/files/ENCFF355LXQ/, /files/ENCFF325NYZ/, /files/ENCFF356LFX/	144759	ENCODE Processing Pipeline	3d62ee0d1831a778766bef2217cc3a3e		https://www.encodeproject.org/files/ENCFF506PTE/@@download/ENCFF506PTE.bed.gz				released	s3://encode-public/2020/12/10/fa314b8a-6b8b-4101-8d43-3376220309f5/ENCFF506PTE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/fa314b8a-6b8b-4101-8d43-3376220309f5/ENCFF506PTE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released		insufficient read depth, insufficient read length, insufficient replicate concordance	
ENCFF687XHJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EWG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										GATA2-human	DNA						2011-10-29	ENCODE		see document		2	2_1							/files/ENCFF355LXQ/, /files/ENCFF356LFX/, /files/ENCFF231POZ/	20264	ENCODE Processing Pipeline	8476552af97bd7c0ed2eb9bdee8e9427		https://www.encodeproject.org/files/ENCFF687XHJ/@@download/ENCFF687XHJ.bed.gz				released	s3://encode-public/2020/12/10/c88e575b-e26c-4d0c-b4c8-4ce0cd85661f/ENCFF687XHJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/c88e575b-e26c-4d0c-b4c8-4ce0cd85661f/ENCFF687XHJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released		insufficient read depth, insufficient read length, insufficient replicate concordance	
ENCFF497ISV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EWG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										GATA2-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF355LXQ/, /files/ENCFF325NYZ/, /files/ENCFF356LFX/, /files/ENCFF231POZ/	182061	ENCODE Processing Pipeline	5e5c384ba19c0a182cfdfe44392c7ded		https://www.encodeproject.org/files/ENCFF497ISV/@@download/ENCFF497ISV.bed.gz				released	s3://encode-public/2020/12/10/b476f9e1-b3e0-4fff-8f34-78665a87add9/ENCFF497ISV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/b476f9e1-b3e0-4fff-8f34-78665a87add9/ENCFF497ISV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released		insufficient read depth, insufficient read length, insufficient replicate concordance	
ENCFF754CQX	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000EWG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										GATA2-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF355LXQ/, /files/ENCFF325NYZ/, /files/ENCFF356LFX/, /files/ENCFF231POZ/	74436	ENCODE Processing Pipeline	b4bb36e0edbefc2307204c984ee5eb1d		https://www.encodeproject.org/files/ENCFF754CQX/@@download/ENCFF754CQX.bed.gz				released	s3://encode-public/2020/12/10/06649864-29fb-4a97-82ff-e85252248fef/ENCFF754CQX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/06649864-29fb-4a97-82ff-e85252248fef/ENCFF754CQX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released		insufficient read depth, insufficient read length, insufficient replicate concordance	
ENCFF000BYC	bam	bam		alignments	hg19	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	1	1_1		36					/files/ENCFF000BYO/	1056739485	Bradley Bernstein, Broad	9bda7d488fb95aaa4553de87ea4427d2		https://www.encodeproject.org/files/ENCFF000BYC/@@download/ENCFF000BYC.bam				released	s3://encode-public/2010/11/16/1ef11c40-14fa-466a-ab87-3bb5135ef276/ENCFF000BYC.bam	https://datasetencode.blob.core.windows.net/dataset/2010/11/16/1ef11c40-14fa-466a-ab87-3bb5135ef276/ENCFF000BYC.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF000BYD	bam	bam		alignments	hg19	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	2	2_1		36					/files/ENCFF000BYS/	640334672	Bradley Bernstein, Broad	7c2e4fb9fb2275411becfb75e9cff1dc		https://www.encodeproject.org/files/ENCFF000BYD/@@download/ENCFF000BYD.bam				released	s3://encode-public/2010/11/16/1811a4be-d1b9-494b-9b43-013c29511928/ENCFF000BYD.bam	https://datasetencode.blob.core.windows.net/dataset/2010/11/16/1811a4be-d1b9-494b-9b43-013c29511928/ENCFF000BYD.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF000BYO	fastq	fastq		reads		ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	1	1_1	36		single-ended					1180569110	Bradley Bernstein, Broad	5f6a0b241ca6d5d7c8ab37a9ba4b88a4		https://www.encodeproject.org/files/ENCFF000BYO/@@download/ENCFF000BYO.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000BWK/	released	s3://encode-public/2010/11/16/ed019870-08bb-4441-8811-01e834e316c2/ENCFF000BYO.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2010/11/16/ed019870-08bb-4441-8811-01e834e316c2/ENCFF000BYO.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF000BYS	fastq	fastq		reads		ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	2	2_1	36		single-ended					781388810	Bradley Bernstein, Broad	19a9d10086b65dba7ecc0ae92fa4cb96		https://www.encodeproject.org/files/ENCFF000BYS/@@download/ENCFF000BYS.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000BWK/	released	s3://encode-public/2010/11/16/08a48dd7-b892-4092-832e-a90e35a73ef6/ENCFF000BYS.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2010/11/16/08a48dd7-b892-4092-832e-a90e35a73ef6/ENCFF000BYS.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF780EYD	bam	bam		unfiltered alignments	hg19	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	2	2_1		36					/files/ENCFF000BYS/, /files/ENCFF807MUK/	967725935	ENCODE Processing Pipeline	b4a53796c3c3857a2b01fae1ab2cd8af		https://www.encodeproject.org/files/ENCFF780EYD/@@download/ENCFF780EYD.bam				released	s3://encode-public/2016/11/05/92bd8dd2-3dda-457a-a60f-9d66dd4c74d7/ENCFF780EYD.bam	https://datasetencode.blob.core.windows.net/dataset/2016/11/05/92bd8dd2-3dda-457a-a60f-9d66dd4c74d7/ENCFF780EYD.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF171KRI	bam	bam		alignments	hg19	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	2	2_1		36					/files/ENCFF000BYS/, /files/ENCFF807MUK/	560220359	ENCODE Processing Pipeline	ea6b049d314fedd702eb0ff0ca82a8ea		https://www.encodeproject.org/files/ENCFF171KRI/@@download/ENCFF171KRI.bam				released	s3://encode-public/2016/11/05/5c3ad76b-1c49-445c-b34f-2cf8d3041d98/ENCFF171KRI.bam	https://datasetencode.blob.core.windows.net/dataset/2016/11/05/5c3ad76b-1c49-445c-b34f-2cf8d3041d98/ENCFF171KRI.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF275KVT	bam	bam		unfiltered alignments	hg19	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	1	1_1		36					/files/ENCFF807MUK/, /files/ENCFF000BYO/	1484351294	ENCODE Processing Pipeline	88f5cb9f168f55325777d2e090de42cc		https://www.encodeproject.org/files/ENCFF275KVT/@@download/ENCFF275KVT.bam				released	s3://encode-public/2016/11/05/9b4cb751-0af7-4ead-a165-58dc8f58962c/ENCFF275KVT.bam	https://datasetencode.blob.core.windows.net/dataset/2016/11/05/9b4cb751-0af7-4ead-a165-58dc8f58962c/ENCFF275KVT.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF294MOL	bam	bam		alignments	hg19	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	1	1_1		36					/files/ENCFF807MUK/, /files/ENCFF000BYO/	922915535	ENCODE Processing Pipeline	c4ba8aafd220202f3bedb7802fba33da		https://www.encodeproject.org/files/ENCFF294MOL/@@download/ENCFF294MOL.bam				released	s3://encode-public/2016/11/05/d6bfeabe-78a3-4a1a-89f4-50b89e213ab9/ENCFF294MOL.bam	https://datasetencode.blob.core.windows.net/dataset/2016/11/05/d6bfeabe-78a3-4a1a-89f4-50b89e213ab9/ENCFF294MOL.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF870UJC	bam	bam		unfiltered alignments	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	2	2_1		36					/files/ENCFF000BYS/, /files/ENCFF643CGH/	968859943	ENCODE Processing Pipeline	03d7ae90d9e16bf1fc746bdb10087fe1		https://www.encodeproject.org/files/ENCFF870UJC/@@download/ENCFF870UJC.bam				released	s3://encode-public/2016/11/05/a191733f-ec80-462c-9c73-5ebc071fa951/ENCFF870UJC.bam	https://datasetencode.blob.core.windows.net/dataset/2016/11/05/a191733f-ec80-462c-9c73-5ebc071fa951/ENCFF870UJC.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF234TFF	bam	bam		unfiltered alignments	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF000BYO/	1486321086	ENCODE Processing Pipeline	959c1a1d37b2a032c1e8336888070c4f		https://www.encodeproject.org/files/ENCFF234TFF/@@download/ENCFF234TFF.bam				released	s3://encode-public/2016/11/05/a1c09290-14b9-4db6-9e6b-33a7395ab3ed/ENCFF234TFF.bam	https://datasetencode.blob.core.windows.net/dataset/2016/11/05/a1c09290-14b9-4db6-9e6b-33a7395ab3ed/ENCFF234TFF.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF408YHI	bam	bam		alignments	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	2	2_1		36					/files/ENCFF000BYS/, /files/ENCFF643CGH/	559395462	ENCODE Processing Pipeline	8c59b7084468152e19325fb2b650806a		https://www.encodeproject.org/files/ENCFF408YHI/@@download/ENCFF408YHI.bam				released	s3://encode-public/2016/11/05/9e7697ae-8bfb-48bd-b6ae-89024b1db6ed/ENCFF408YHI.bam	https://datasetencode.blob.core.windows.net/dataset/2016/11/05/9e7697ae-8bfb-48bd-b6ae-89024b1db6ed/ENCFF408YHI.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF947DVY	bam	bam		alignments	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF000BYO/	921838873	ENCODE Processing Pipeline	d3ae9ed60ca7512c3dce37484836d696		https://www.encodeproject.org/files/ENCFF947DVY/@@download/ENCFF947DVY.bam				released	s3://encode-public/2016/11/05/08d658a5-fc90-4799-8f36-2c1b976ad35f/ENCFF947DVY.bam	https://datasetencode.blob.core.windows.net/dataset/2016/11/05/08d658a5-fc90-4799-8f36-2c1b976ad35f/ENCFF947DVY.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF671MKW	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	2	2_1							/files/ENCFF574XYY/, /files/ENCFF171KRI/	2212148	ENCODE Processing Pipeline	5c5c664ac6a6bb799a77770099f2e0ee		https://www.encodeproject.org/files/ENCFF671MKW/@@download/ENCFF671MKW.bed.gz				released	s3://encode-public/2016/11/07/58a08685-7aea-4f20-8f86-83cf006715a4/ENCFF671MKW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/07/58a08685-7aea-4f20-8f86-83cf006715a4/ENCFF671MKW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF392BQI	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	1	1_1							/files/ENCFF574XYY/, /files/ENCFF294MOL/	2014750	ENCODE Processing Pipeline	047bc2f2d0a0f7dbe1a80a195083d32d		https://www.encodeproject.org/files/ENCFF392BQI/@@download/ENCFF392BQI.bed.gz				released	s3://encode-public/2016/11/07/126bacb5-2caf-471e-941d-097a6cbb7757/ENCFF392BQI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/07/126bacb5-2caf-471e-941d-097a6cbb7757/ENCFF392BQI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF350GQM	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	1, 2	1_1, 2_1							/files/ENCFF171KRI/, /files/ENCFF294MOL/, /files/ENCFF574XYY/	1732269	ENCODE Processing Pipeline	7a130a7cf8a38a3cd7bba7a5f32a4425		https://www.encodeproject.org/files/ENCFF350GQM/@@download/ENCFF350GQM.bed.gz				released	s3://encode-public/2016/11/07/2dd8f951-4e6a-4d4c-8461-97946d306fec/ENCFF350GQM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/07/2dd8f951-4e6a-4d4c-8461-97946d306fec/ENCFF350GQM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF354QXX	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	1	1_1							/files/ENCFF392XRJ/, /files/ENCFF947DVY/	2011816	ENCODE Processing Pipeline	9f2b1cce6e37293bc23611aee6b562b5		https://www.encodeproject.org/files/ENCFF354QXX/@@download/ENCFF354QXX.bed.gz				released	s3://encode-public/2016/11/07/8c60b356-225b-4ce4-969e-8ea1b6840aa5/ENCFF354QXX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/07/8c60b356-225b-4ce4-969e-8ea1b6840aa5/ENCFF354QXX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF832FOY	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	2	2_1							/files/ENCFF408YHI/, /files/ENCFF392XRJ/	2305631	ENCODE Processing Pipeline	4662000dcfc257bb9a3d35335686a4df		https://www.encodeproject.org/files/ENCFF832FOY/@@download/ENCFF832FOY.bed.gz				released	s3://encode-public/2016/11/07/7a5693b8-669a-41d5-b99f-6c1ca62f4c27/ENCFF832FOY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/07/7a5693b8-669a-41d5-b99f-6c1ca62f4c27/ENCFF832FOY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF025ZVV	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	1, 2	1_1, 2_1							/files/ENCFF408YHI/, /files/ENCFF392XRJ/, /files/ENCFF947DVY/	1729682	ENCODE Processing Pipeline	7d2e9e244193c0f6c9eedb98a004c962		https://www.encodeproject.org/files/ENCFF025ZVV/@@download/ENCFF025ZVV.bed.gz				released	s3://encode-public/2016/11/07/a49ab0b2-d1e3-4762-988d-b7d7525a4367/ENCFF025ZVV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/07/a49ab0b2-d1e3-4762-988d-b7d7525a4367/ENCFF025ZVV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF769WZF	bed narrowPeak	bed	narrowPeak	replicated peaks	hg19	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	1, 2	1_1, 2_1							/files/ENCFF392BQI/, /files/ENCFF671MKW/, /files/ENCFF350GQM/	1975636	ENCODE Processing Pipeline	3cf355403986c7945b5d2f0cdb299d4c		https://www.encodeproject.org/files/ENCFF769WZF/@@download/ENCFF769WZF.bed.gz				released	s3://encode-public/2016/11/07/ba6201f4-1314-4a5e-98a4-410c259e98e8/ENCFF769WZF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/07/ba6201f4-1314-4a5e-98a4-410c259e98e8/ENCFF769WZF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF212PQN	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	1, 2	1_1, 2_1							/files/ENCFF832FOY/, /files/ENCFF025ZVV/, /files/ENCFF354QXX/	1967252	ENCODE Processing Pipeline	6b2d2205d4617091292e2a5fabb3f280		https://www.encodeproject.org/files/ENCFF212PQN/@@download/ENCFF212PQN.bed.gz				released	s3://encode-public/2016/11/07/504fba8d-9803-48a9-a61e-07e0ac892843/ENCFF212PQN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/07/504fba8d-9803-48a9-a61e-07e0ac892843/ENCFF212PQN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF918ICB	bam	bam		unfiltered alignments	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	2	2_1		36					/files/ENCFF000BYS/, /files/ENCFF110MCL/	953489746	ENCODE Processing Pipeline	cabacbc6a8964fb34947adcd94c86bb8		https://www.encodeproject.org/files/ENCFF918ICB/@@download/ENCFF918ICB.bam				released	s3://encode-public/2020/11/01/831513b2-fda2-49cd-8e8a-07f847ab0957/ENCFF918ICB.bam	https://datasetencode.blob.core.windows.net/dataset/2020/11/01/831513b2-fda2-49cd-8e8a-07f847ab0957/ENCFF918ICB.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.0 GRCh38	archived	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
