File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Experiment target	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF132YSI	bam	bam		alignments	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	H3K79me2-human	3	3_1		36					/files/ENCFF110MCL/, /files/ENCFF296QNV/, /files/ENCFF946WKP/	986007917	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF132YSI/@@download/ENCFF132YSI.bam				released	s3://encode-public/2022/06/16/ed26113e-0e97-418c-b4c6-ad68a9d1e0ff/ENCFF132YSI.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/ed26113e-0e97-418c-b4c6-ad68a9d1e0ff/ENCFF132YSI.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF714UHO	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	H3K79me2-human	3	3_1							/files/ENCFF132YSI/, /files/ENCFF420ARY/, /files/ENCFF356LFX/, /files/ENCFF666YXZ/, /files/ENCFF226FKB/	2083697	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF714UHO/@@download/ENCFF714UHO.bed.gz				released	s3://encode-public/2022/06/16/c6c7ccc4-d101-46fa-b998-fc3f5074bae8/ENCFF714UHO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/c6c7ccc4-d101-46fa-b998-fc3f5074bae8/ENCFF714UHO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF209OQD	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	H3K79me2-human	1, 2, 2003	1_1, 2_1, 3_1							/files/ENCFF711PLM/, /files/ENCFF132YSI/, /files/ENCFF649PBO/, /files/ENCFF226FKB/, /files/ENCFF356LFX/, /files/ENCFF666YXZ/, /files/ENCFF420ARY/	2030501	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF209OQD/@@download/ENCFF209OQD.bed.gz				released	s3://encode-public/2022/06/16/bc21ad9e-bf53-4817-8921-bff0eae3072b/ENCFF209OQD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/bc21ad9e-bf53-4817-8921-bff0eae3072b/ENCFF209OQD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF213IEJ	bam	bam		unfiltered alignments	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	H3K79me2-human	3	3_1		36					/files/ENCFF110MCL/, /files/ENCFF296QNV/, /files/ENCFF946WKP/	1489520420	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF213IEJ/@@download/ENCFF213IEJ.bam				released	s3://encode-public/2022/06/16/762f5422-61ad-4749-84a2-bb8661888980/ENCFF213IEJ.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/762f5422-61ad-4749-84a2-bb8661888980/ENCFF213IEJ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF766GTJ	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	H3K79me2-human	1, 2, 2003	1_1, 2_1, 3_1							/files/ENCFF711PLM/, /files/ENCFF132YSI/, /files/ENCFF649PBO/, /files/ENCFF226FKB/, /files/ENCFF356LFX/, /files/ENCFF666YXZ/, /files/ENCFF420ARY/	1688361	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF766GTJ/@@download/ENCFF766GTJ.bed.gz				released	s3://encode-public/2022/06/16/ad166f95-a8af-4194-a2e9-9e2b30422af6/ENCFF766GTJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/ad166f95-a8af-4194-a2e9-9e2b30422af6/ENCFF766GTJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF999DKZ	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	H3K79me2-human	1, 2, 2003	1_1, 2_1, 3_1							/files/ENCFF711PLM/, /files/ENCFF132YSI/, /files/ENCFF649PBO/, /files/ENCFF226FKB/, /files/ENCFF356LFX/, /files/ENCFF666YXZ/, /files/ENCFF420ARY/	1616259	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF999DKZ/@@download/ENCFF999DKZ.bed.gz				released	s3://encode-public/2022/06/16/5c18afbc-73d3-4f99-9896-f63496516dea/ENCFF999DKZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/5c18afbc-73d3-4f99-9896-f63496516dea/ENCFF999DKZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF000YYD	fastq	fastq		reads		ENCSR000EGO	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	RFX5-human	1	1_1	36		single-ended					970850461	Michael Snyder, Stanford	https://www.encodeproject.org/files/ENCFF000YYD/@@download/ENCFF000YYD.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000YRB/	released	s3://encode-public/2012/07/01/3cbafe97-9227-4b86-84c2-c18bb54bc77b/ENCFF000YYD.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2012/07/01/3cbafe97-9227-4b86-84c2-c18bb54bc77b/ENCFF000YYD.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			mild to moderate bottlenecking, low read depth, improper control_type of control experiment, low read length		
ENCFF000YYF	fastq	fastq		reads		ENCSR000EGO	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	RFX5-human	2	2_1	36		single-ended					408969102	Michael Snyder, Stanford	https://www.encodeproject.org/files/ENCFF000YYF/@@download/ENCFF000YYF.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000YRB/	released	s3://encode-public/2012/07/01/863daffb-d628-4d0f-b4d6-ee18387a2dd6/ENCFF000YYF.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2012/07/01/863daffb-d628-4d0f-b4d6-ee18387a2dd6/ENCFF000YYF.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			mild to moderate bottlenecking, low read depth, improper control_type of control experiment, low read length		
ENCFF000YYI	fastq	fastq		reads		ENCSR000EGO	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	RFX5-human	2	2_1	36		single-ended					752905350	Michael Snyder, Stanford	https://www.encodeproject.org/files/ENCFF000YYI/@@download/ENCFF000YYI.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000YRB/	released	s3://encode-public/2012/7/1/fc4bae68-ec52-4727-88ef-4cde77b641ec/ENCFF000YYI.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2012/7/1/fc4bae68-ec52-4727-88ef-4cde77b641ec/ENCFF000YYI.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			mild to moderate bottlenecking, low read depth, improper control_type of control experiment, low read length		
ENCFF767VKH	bam	bam		unfiltered alignments	GRCh38	ENCSR000EGO	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	RFX5-human	2	2_1		36					/files/ENCFF000YYF/, /files/ENCFF000YYI/, /files/ENCFF110MCL/	1307540167	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF767VKH/@@download/ENCFF767VKH.bam				released	s3://encode-public/2020/12/10/0f8661ba-c86a-4f1e-92d6-b15b04ea1f80/ENCFF767VKH.bam	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/0f8661ba-c86a-4f1e-92d6-b15b04ea1f80/ENCFF767VKH.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, improper control_type of control experiment, low read length		
ENCFF969MJS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EGO	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	RFX5-human	1	1_1							/files/ENCFF396DTD/, /files/ENCFF618OKT/, /files/ENCFF356LFX/	24703	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF969MJS/@@download/ENCFF969MJS.bed.gz				released	s3://encode-public/2020/12/10/a725b45e-33d9-4aaf-aa88-8941203225d1/ENCFF969MJS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/a725b45e-33d9-4aaf-aa88-8941203225d1/ENCFF969MJS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, improper control_type of control experiment, low read length		
ENCFF434PQM	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000EGO	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	RFX5-human	1, 2	1_1, 2_1							/files/ENCFF396DTD/, /files/ENCFF618OKT/, /files/ENCFF929SXG/, /files/ENCFF356LFX/	42644	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF434PQM/@@download/ENCFF434PQM.bed.gz				released	s3://encode-public/2020/12/10/55b40693-d53a-4738-8656-047209a9556a/ENCFF434PQM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/55b40693-d53a-4738-8656-047209a9556a/ENCFF434PQM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, improper control_type of control experiment, low read length		
ENCFF662BBZ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EGO	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	RFX5-human	2	2_1							/files/ENCFF396DTD/, /files/ENCFF929SXG/, /files/ENCFF356LFX/	34410	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF662BBZ/@@download/ENCFF662BBZ.bed.gz				released	s3://encode-public/2020/12/10/8f2f7b82-be8d-4562-928f-54ca5fef7e15/ENCFF662BBZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/8f2f7b82-be8d-4562-928f-54ca5fef7e15/ENCFF662BBZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, improper control_type of control experiment, low read length		
ENCFF618OKT	bam	bam		alignments	GRCh38	ENCSR000EGO	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	RFX5-human	1	1_1		36					/files/ENCFF000YYD/, /files/ENCFF110MCL/	725859901	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF618OKT/@@download/ENCFF618OKT.bam				released	s3://encode-public/2020/12/10/b46d27aa-546a-4943-90f2-54b9d15788f0/ENCFF618OKT.bam	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/b46d27aa-546a-4943-90f2-54b9d15788f0/ENCFF618OKT.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, improper control_type of control experiment, low read length		
ENCFF929SXG	bam	bam		alignments	GRCh38	ENCSR000EGO	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	RFX5-human	2	2_1		36					/files/ENCFF000YYF/, /files/ENCFF000YYI/, /files/ENCFF110MCL/	899313480	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF929SXG/@@download/ENCFF929SXG.bam				released	s3://encode-public/2020/12/10/af6c76d9-b240-4a1b-94df-7fd55104f4e6/ENCFF929SXG.bam	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/af6c76d9-b240-4a1b-94df-7fd55104f4e6/ENCFF929SXG.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, improper control_type of control experiment, low read length		
ENCFF919PCP	bam	bam		unfiltered alignments	GRCh38	ENCSR000EGO	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	RFX5-human	1	1_1		36					/files/ENCFF000YYD/, /files/ENCFF110MCL/	1092860056	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF919PCP/@@download/ENCFF919PCP.bam				released	s3://encode-public/2020/12/10/a6e144ca-013e-46fc-9ff8-cf537ce9afb3/ENCFF919PCP.bam	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/a6e144ca-013e-46fc-9ff8-cf537ce9afb3/ENCFF919PCP.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, improper control_type of control experiment, low read length		
ENCFF661EUX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EGO	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	RFX5-human	1, 2	1_1, 2_1							/files/ENCFF396DTD/, /files/ENCFF618OKT/, /files/ENCFF929SXG/, /files/ENCFF356LFX/	50939	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF661EUX/@@download/ENCFF661EUX.bed.gz				released	s3://encode-public/2020/12/10/e44d83f3-71e3-4044-8067-e61f24364532/ENCFF661EUX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/e44d83f3-71e3-4044-8067-e61f24364532/ENCFF661EUX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, improper control_type of control experiment, low read length		
ENCFF000ZUQ	fastq	fastq		reads		ENCSR000DJY	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	JUNB-human	1	1_1	36		single-ended					606209092	Kevin White, UChicago	https://www.encodeproject.org/files/ENCFF000ZUQ/@@download/ENCFF000ZUQ.fastq.gz		Illumina Genome Analyzer II	/files/ENCFF000ZVJ/	released	s3://encode-public/2011/01/27/e1150f77-1db0-4f46-b27f-27d7be53bed2/ENCFF000ZUQ.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2011/01/27/e1150f77-1db0-4f46-b27f-27d7be53bed2/ENCFF000ZUQ.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing biosample characterization, mild to moderate bottlenecking, low read depth, low read length, moderate library complexity, missing genetic modification characterization, borderline replicate concordance, missing genetic modification reagents	severe bottlenecking, insufficient read depth	
ENCFF000ZUR	fastq	fastq		reads		ENCSR000DJY	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	JUNB-human	2	2_1	36		single-ended					652914324	Kevin White, UChicago	https://www.encodeproject.org/files/ENCFF000ZUR/@@download/ENCFF000ZUR.fastq.gz		Illumina Genome Analyzer II	/files/ENCFF000ZVZ/	released	s3://encode-public/2011/01/27/8146a766-5426-462c-b46b-c3f271e05bc2/ENCFF000ZUR.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2011/01/27/8146a766-5426-462c-b46b-c3f271e05bc2/ENCFF000ZUR.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing biosample characterization, mild to moderate bottlenecking, low read depth, low read length, moderate library complexity, missing genetic modification characterization, borderline replicate concordance, missing genetic modification reagents	severe bottlenecking, insufficient read depth	
ENCFF362UGH	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DJY	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	JUNB-human	1, 2	1_1, 2_1							/files/ENCFF674QDP/, /files/ENCFF006JTB/, /files/ENCFF356LFX/, /files/ENCFF735BZK/, /files/ENCFF392OEE/	280831	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF362UGH/@@download/ENCFF362UGH.bed.gz				released	s3://encode-public/2021/01/06/ea071850-8098-4a1f-a069-15c7dd2af4a8/ENCFF362UGH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/06/ea071850-8098-4a1f-a069-15c7dd2af4a8/ENCFF362UGH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing biosample characterization, mild to moderate bottlenecking, low read depth, low read length, moderate library complexity, missing genetic modification characterization, borderline replicate concordance, missing genetic modification reagents	severe bottlenecking, insufficient read depth	
ENCFF583GEQ	bam	bam		unfiltered alignments	GRCh38	ENCSR000DJY	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	JUNB-human	1	1_1		36					/files/ENCFF000ZUQ/, /files/ENCFF110MCL/	644887383	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF583GEQ/@@download/ENCFF583GEQ.bam				released	s3://encode-public/2021/01/06/6e8d6d5a-4d24-4315-a195-20b5347df6f9/ENCFF583GEQ.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/06/6e8d6d5a-4d24-4315-a195-20b5347df6f9/ENCFF583GEQ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing biosample characterization, mild to moderate bottlenecking, low read depth, low read length, moderate library complexity, missing genetic modification characterization, borderline replicate concordance, missing genetic modification reagents	severe bottlenecking, insufficient read depth	
ENCFF253NOC	bam	bam		unfiltered alignments	GRCh38	ENCSR000DJY	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	JUNB-human	2	2_1		36					/files/ENCFF000ZUR/, /files/ENCFF110MCL/	791559411	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF253NOC/@@download/ENCFF253NOC.bam				released	s3://encode-public/2021/01/06/0b3375b4-a560-46fe-9966-2d6fe420161a/ENCFF253NOC.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/06/0b3375b4-a560-46fe-9966-2d6fe420161a/ENCFF253NOC.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing biosample characterization, mild to moderate bottlenecking, low read depth, low read length, moderate library complexity, missing genetic modification characterization, borderline replicate concordance, missing genetic modification reagents	severe bottlenecking, insufficient read depth	
ENCFF006JTB	bam	bam		alignments	GRCh38	ENCSR000DJY	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	JUNB-human	1	1_1		36					/files/ENCFF000ZUQ/, /files/ENCFF110MCL/	324122431	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF006JTB/@@download/ENCFF006JTB.bam				released	s3://encode-public/2021/01/06/cb5f7bc7-0598-4906-972e-86844a34350d/ENCFF006JTB.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/06/cb5f7bc7-0598-4906-972e-86844a34350d/ENCFF006JTB.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing biosample characterization, mild to moderate bottlenecking, low read depth, low read length, moderate library complexity, missing genetic modification characterization, borderline replicate concordance, missing genetic modification reagents	severe bottlenecking, insufficient read depth	
ENCFF674QDP	bam	bam		alignments	GRCh38	ENCSR000DJY	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	JUNB-human	2	2_1		36					/files/ENCFF000ZUR/, /files/ENCFF110MCL/	630492711	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF674QDP/@@download/ENCFF674QDP.bam				released	s3://encode-public/2021/01/06/a83b62b0-ff9b-4bfa-9d83-6f4c373e496d/ENCFF674QDP.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/06/a83b62b0-ff9b-4bfa-9d83-6f4c373e496d/ENCFF674QDP.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing biosample characterization, mild to moderate bottlenecking, low read depth, low read length, moderate library complexity, missing genetic modification characterization, borderline replicate concordance, missing genetic modification reagents	severe bottlenecking, insufficient read depth	
ENCFF072OXR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DJY	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	JUNB-human	1	1_1							/files/ENCFF392OEE/, /files/ENCFF356LFX/, /files/ENCFF735BZK/, /files/ENCFF006JTB/	72830	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF072OXR/@@download/ENCFF072OXR.bed.gz				released	s3://encode-public/2021/01/06/c155e7da-a256-4737-a882-c44d00ce195d/ENCFF072OXR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/06/c155e7da-a256-4737-a882-c44d00ce195d/ENCFF072OXR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing biosample characterization, mild to moderate bottlenecking, low read depth, low read length, moderate library complexity, missing genetic modification characterization, borderline replicate concordance, missing genetic modification reagents	severe bottlenecking, insufficient read depth	
ENCFF811GGC	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DJY	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	JUNB-human	2	2_1							/files/ENCFF392OEE/, /files/ENCFF356LFX/, /files/ENCFF735BZK/, /files/ENCFF674QDP/	197527	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF811GGC/@@download/ENCFF811GGC.bed.gz				released	s3://encode-public/2021/01/06/5ee51dc3-c1d9-4d81-be02-20e3a29cb82a/ENCFF811GGC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/06/5ee51dc3-c1d9-4d81-be02-20e3a29cb82a/ENCFF811GGC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing biosample characterization, mild to moderate bottlenecking, low read depth, low read length, moderate library complexity, missing genetic modification characterization, borderline replicate concordance, missing genetic modification reagents	severe bottlenecking, insufficient read depth	
